date,title,sentence,sentiment
2014-08-14,기자간담회자료(1408),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다,neutral
2014-08-14,기자간담회자료(1408),"이 과정에서 이번 기준금리 인하와 정부 경제정책 등의 효과를 지켜보면서 주요국의 통화정책 변화 등 해외 위험요인, 경제주체들의 심리 변화, 가계부채 동향을 비롯하여 앞으로 입수되는 경제지표의 움직임 등을 면밀히 점검해 나갈 것이다",neutral
2014-09-12,기자간담회자료(1409),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.25%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2014-09-12,기자간담회자료(1409),"세계경제를 보면, 미국에서는 경기회복세가 지속되었으나 유로지역에서는 경기회복세가 주춤하는 모습을 보였으며 신흥시장국에서는 국가별로 차별화된 성장세를 나타내었다",neutral
2014-09-12,기자간담회자료(1409),"앞으로 세계경제는 미국을 중심으로 완만한 회복세를 지속할 것으로 전망되나, 미 연준의 통화정책 기조 변화에 따른 글로벌 금융시장 여건 변화, 유로지역 및 일부 신흥시장국의 성장세 약화, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2014-09-12,기자간담회자료(1409),"국내경제를 보면, 수출이 양호한 모습을 보인 가운데 세월호 사고의 영향 등으로 위축되었던 내수가 소비를 중심으로 다소 개선되었으나 경제주체들의 부진한 심리는 뚜렷이 회복되지는 못하였다",neutral
2014-09-12,기자간담회자료(1409),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 늘어나면서 증가규모가 확대되었다,hawkish
2014-09-12,기자간담회자료(1409),앞으로 마이너스 GDP갭은 점차 축소될 것이나 그 속도는 완만할 것으로 예상된다,dovish
2014-09-12,기자간담회자료(1409),8월중 소비자물가 상승률은 농산물 및 석유류 가격의 하락폭이 확대되면서 전월의 1.6%에서 1.4%로 낮아졌다,dovish
2014-09-12,기자간담회자료(1409),농산물 및 석유류 제외 근원인플레이션율은 공업제품가격 상승 등으로 전월의 2.2%에서 2.4%로 높아졌다,hawkish
2014-09-12,기자간담회자료(1409),앞으로 물가상승률은 점차 높아지겠으나 당분간 상승압력은 크지 않을 것으로 판단된다,neutral
2014-09-12,기자간담회자료(1409),주택매매가격과 전세가격은 수도권에서 오름세가 소폭 확대되었으며 지방에서는 전월 수준의 상승세를 이어갔다,hawkish
2014-09-12,기자간담회자료(1409),"금융시장에서는 주가가 정부의 경기활성화 대책, 지정학적 리스크 등의 영향이 교차하면서 상당폭 등락하였다",neutral
2014-09-12,기자간담회자료(1409),환율은 경상수지 흑자 지속 등으로 하락하였다가 글로벌 미 달러화 강세 등의 영향으로 반등하였으며 장기시장금리는 좁은 범위 내에서 변동하였다,neutral
2014-09-12,기자간담회자료(1409),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다,neutral
2014-09-12,기자간담회자료(1409),"이 과정에서 지난달 기준금리 인하와 정부 경제정책 등의 효과를 지켜보면서 주요국의 통화정책 변화 등 해외 위험요인, 경제주체들의 심리 변화, 가계부채 동향을 비롯하여 앞으로 입수되는 경제지표의 움직임 등을 면밀히 점검해 나갈 것이다",neutral
2014-10-15,기자간담회자료(1410),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 2.25%에서 2.00%로 하향 조정하여 통화정책을 운용하기로 하였다,dovish
2014-10-15,기자간담회자료(1410),"세계경제를 보면, 미국에서는 회복세가 지속되었으나 유로지역에서는 경기부진이 이어졌으며 신흥시장국에서는 국가별로 차별화된 성장세를 나타내었다",neutral
2014-10-15,기자간담회자료(1410),"앞으로 세계경제는 미국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 미 연준의 통화정책 기조 변화에 따른 글로벌 금융시장 여건 변화, 유로지역의 경기부진 장기화, 일부 신흥시장국의 성장세 약화, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2014-10-15,기자간담회자료(1410),"국내경제를 보면, 수출이 양호한 모습을 지속하고 소비도 다소 개선되었으나 설비투자가 여전히 부진하고 경제주체들의 심리도 부분적인 회복에 그쳤다",neutral
2014-10-15,기자간담회자료(1410),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다,hawkish
2014-10-15,기자간담회자료(1410),앞으로 마이너스 GDP갭은 점차 축소될 것이나 동 갭의 해소 시기는 종전 전망보다 다소 늦어질 것으로 예상된다,dovish
2014-10-15,기자간담회자료(1410),9월중 소비자물가 상승률은 석유류가격의 하락폭 확대와 공업제품가격의 오름세 둔화 등으로 전월의 1.4%에서 1.1%로 낮아졌으며 농산물 및 석유류 제외 근원인플레이션율도 전월의 2.4%에서 1.9%로 하락하였다,dovish
2014-10-15,기자간담회자료(1410),앞으로 물가상승률은 농산물가격 및 국제유가의 안정 등으로 낮은 수준을 이어가다가 내년 들어 점차 높아지겠으나 상승압력은 종전 예상에 비해 다소 약할 것으로 보인다,dovish
2014-10-15,기자간담회자료(1410),"주택시장을 보면, 매매가격은 수도권과 지방에서 모두 오름세가 확대되었다",hawkish
2014-10-15,기자간담회자료(1410),전세가격은 수도권에서 상승폭이 다소 커졌으며 지방에서는 전월 수준의 오름세를 나타내었다,hawkish
2014-10-15,기자간담회자료(1410),금융시장에서는 국제금융시장의 변동성이 확대된 가운데 외국인 투자자의 주식 순매도세 전환 등의 영향으로 주가가 큰 폭으로 하락하였다,dovish
2014-10-15,기자간담회자료(1410),원/달러 환율은 빠르게 상승하였으며 장기시장금리는 상당폭 하락하였다,neutral
2014-10-15,기자간담회자료(1410),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 더욱 유의하여 통화정책을 운용해 나갈 것이다,neutral
2014-10-15,기자간담회자료(1410),"이 과정에서 미 연준의 통화정책 기조 변화 등 해외 위험요인, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2014-11-13,기자간담회자료(1411),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.00%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2014-11-13,기자간담회자료(1411),"세계경제를 보면, 미국에서는 회복세가 지속되었으나 유로지역에서는 경기부진이 이어졌으며 신흥시장국에서는 국가별로 차별화된 성장세를 나타내었다",neutral
2014-11-13,기자간담회자료(1411),"앞으로 세계경제는 미국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 유로지역의 경기부진 장기화, 일부 신흥시장국의 성장세 약화, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2014-11-13,기자간담회자료(1411),"국내경제를 보면, 수출이 양호한 모습을 지속하고 내수 관련 지표들이 개선과 악화를 반복하는 가운데 경제주체들의 심리는 부진하였다",dovish
2014-11-13,기자간담회자료(1411),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다,hawkish
2014-11-13,기자간담회자료(1411),앞으로 마이너스 GDP갭은 점차 축소될 것이나 그 속도는 완만할 것으로 예상된다,dovish
2014-11-13,기자간담회자료(1411),10월중 소비자물가 상승률은 농산물가격의 하락폭 축소 등으로 전월의 1.1%에서 1.2%로 높아졌으며 농산물 및 석유류 제외 근원인플레이션율은 공업제품가격의 오름세 둔화 등으로 전월의 1.9%에서 1.8%로 낮아졌다,neutral
2014-11-13,기자간담회자료(1411),물가상승률은 당분간 낮은 수준을 이어가다가 내년 들어 점차 높아질 것으로 보인다,hawkish
2014-11-13,기자간담회자료(1411),주택매매가격과 전세가격은 수도권과 지방에서 모두 상승세가 지속되었다,hawkish
2014-11-13,기자간담회자료(1411),"금융시장에서는 글로벌 미 달러화 강세, 일본은행의 양적완화 확대에 따른 엔화 약세 등으로 원/달러 환율과 원/엔 환율이 각각 큰 폭의 상승과 하락을 보였다",neutral
2014-11-13,기자간담회자료(1411),"주가는 글로벌 경기둔화 우려, 외국인 증권투자자금 유출 등의 영향으로 큰 폭 하락하였다가 반등하였다",dovish
2014-11-13,기자간담회자료(1411),장기시장금리는 하락하였다,dovish
2014-11-13,기자간담회자료(1411),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2014-11-13,기자간담회자료(1411),"이 과정에서 주요국의 통화정책 변화 등 해외 위험요인, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2014-12-11,기자간담회자료(1412),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.00%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2014-12-11,기자간담회자료(1412),"세계경제를 보면, 미국에서는 회복세가 보다 뚜렷해졌으나 유로지역에서는 경기부진이 이어졌으며 신흥시장국에서는 국가별로 차별화된 성장세를 나타내었다",neutral
2014-12-11,기자간담회자료(1412),"앞으로 세계경제는 미국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 유로지역의 경기부진 장기화, 일부 신흥시장국의 성장세 약화, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2014-12-11,기자간담회자료(1412),"국내경제를 보면, 수출이 대체로 양호한 흐름을 유지하였으나 소비 및 설비투자의 회복이 미흡하고 경제주체들의 심리도 여전히 부진하였다",dovish
2014-12-11,기자간담회자료(1412),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다,hawkish
2014-12-11,기자간담회자료(1412),앞으로 마이너스 GDP갭은 점차 축소될 것이나 그 속도는 완만할 것으로 예상된다,neutral
2014-12-11,기자간담회자료(1412),"11월중 소비자물가 상승률은 석유류가격의 하락, 공업제품가격의 오름세 둔화 등으로 전월의 1.2%에서 1.0%로 낮아졌으며 농산물 및 석유류 제외 근원인플레이션율은 전월의 1.8%에서 1.6%로 낮아졌다",dovish
2014-12-11,기자간담회자료(1412),앞으로 물가상승률은 국제유가 하락 등의 영향으로 상당기간 낮은 수준을 이어가다가 점차 높아질 것으로 보인다,neutral
2014-12-11,기자간담회자료(1412),주택매매가격은 수도권을 중심으로 상승세가 둔화되었으나 전세가격은 전월 수준의 오름세를 지속하였다,neutral
2014-12-11,기자간담회자료(1412),금융시장에서는 글로벌 미 달러화 강세 및 엔화 약세 현상이 이어지면서 원/달러 환율의 상승과 원/엔 환율의 하락이 지속되었다,neutral
2014-12-11,기자간담회자료(1412),주가는 비교적 좁은 범위 내에서 등락하다가 상당폭 하락하였다,dovish
2014-12-11,기자간담회자료(1412),장기시장금리는 주요국 통화정책에 대한 기대 등을 반영하여 하락세를 보이다가 반등하였다,neutral
2014-12-11,기자간담회자료(1412),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2014-12-11,기자간담회자료(1412),"이 과정에서 주요국의 통화정책 변화 등 해외 위험요인, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2015-01-15,기자간담회자료(1501),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.00%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2015-01-15,기자간담회자료(1501),"세계경제를 보면, 미국에서는 견실한 회복세가 지속되었으나 유로지역에서는 경기부진이 이어졌으며 중국 등 신흥시장국의 성장세는 다소 둔화되는 모습을 나타내었다",neutral
2015-01-15,기자간담회자료(1501),"앞으로 세계경제는 미국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 유로지역 및 중국의 성장세 약화, 산유국의 금융·경제 불안, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2015-01-15,기자간담회자료(1501),"국내경제를 보면, 수출 증가세가 다소 둔화된 가운데 내수의 회복이 미약하였으며 경제주체들의 심리도 여전히 부진하였다",dovish
2015-01-15,기자간담회자료(1501),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다,hawkish
2015-01-15,기자간담회자료(1501),앞으로 국내경제는 완만한 회복세를 나타낼 것이나 GDP갭의 마이너스 상태는 상당기간 지속될 것으로 판단된다,dovish
2015-01-15,기자간담회자료(1501),12월중 소비자물가 상승률은 석유류가격의 하락폭 확대로 전월의 1.0%에서 0.8%로 낮아졌으며 농산물 및 석유류 제외 근원인플레이션율은 전월과 같은 1.6%를 나타내었다,dovish
2015-01-15,기자간담회자료(1501),앞으로 물가상승률은 담뱃값 인상에도 불구하고 국제유가 움직임의 영향 등으로 낮은 수준을 이어가다가 하반기 이후 점차 높아질 것으로 보인다,neutral
2015-01-15,기자간담회자료(1501),주택매매가격과 전세가격은 각각 지방과 수도권을 중심으로 상승세를 이어갔다,hawkish
2015-01-15,기자간담회자료(1501),"금융시장에서는 주가가 주요국 주가하락, 외국인 주식순매도 등으로 하락하였으며 장기시장금리는 상승 후 반락하였다",neutral
2015-01-15,기자간담회자료(1501),"원/달러 환율은 경상수지 흑자폭 확대, 엔화 약세 둔화 등으로 하락하였으며 원/엔 환율은 원‧엔 동조현상이 약화되면서 하락세를 나타내었다",neutral
2015-01-15,기자간담회자료(1501),은행 가계대출은 주택담보대출을 중심으로 큰 폭의 증가세를 이어갔다,hawkish
2015-01-15,기자간담회자료(1501),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2015-01-15,기자간담회자료(1501),"이 과정에서 국제유가 및 주요국의 통화정책 변화 등 해외 위험요인, 경제 내의 유휴생산능력 추이, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2015-02-17,기자간담회자료(1502),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.00%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2015-02-17,기자간담회자료(1502),"세계경제를 보면, 미국에서는 견실한 회복세가 지속되고 유로지역에서도 미약하나마 개선되는 조짐을 보였으나 중국 등 신흥시장국의 성장세는 둔화되는 모습을 나타내었다",neutral
2015-02-17,기자간담회자료(1502),"앞으로 세계경제는 미국 등 선진국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 신흥시장국의 성장세 약화, 지정학적 리스크, 그리스 채무재조정 관련 불확실성 등에 영향받을 가능성이 상존하고 있다",neutral
2015-02-17,기자간담회자료(1502),"국내경제를 보면, 수출이 석유제품 등의 단가하락에 크게 기인하여 감소하고 내수의 회복이 미약하였으며 경제주체들의 심리도 여전히 부진하였다",dovish
2015-02-17,기자간담회자료(1502),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다,hawkish
2015-02-17,기자간담회자료(1502),앞으로 국내경제는 완만한 회복세를 나타낼 것이나 GDP갭의 마이너스 상태는 상당기간 지속될 것으로 판단된다,dovish
2015-02-17,기자간담회자료(1502),1월중 소비자물가 상승률은 석유류가격의 하락폭이 확대되었으나 석유류 제외 공업제품가격의 오름폭이 커지면서 전월과 같은 0.8%를 나타내었다,neutral
2015-02-17,기자간담회자료(1502),농산물 및 석유류 제외 근원인플레이션율은 전월의 1.6%에서 2.4%로 큰 폭 상승하였다,hawkish
2015-02-17,기자간담회자료(1502),앞으로 물가상승률은 낮은 수준을 이어가다가 하반기 이후 점차 높아질 것으로 보인다,hawkish
2015-02-17,기자간담회자료(1502),주택매매가격의 오름세는 다소 둔화되었으며 전세가격은 수도권을 중심으로 상승세를 이어갔다,neutral
2015-02-17,기자간담회자료(1502),금융시장에서는 장기시장금리가 주요국의 통화정책 완화 등으로 하락하였다가 미국 경제지표 개선 등으로 반등하였으며 주가는 상승하였다,neutral
2015-02-17,기자간담회자료(1502),"원/달러 환율은 경상수지 흑자 지속, 글로벌 미 달러화 강세 등의 영향이 교차하면서 하락 후 반등하였으며 원/엔 환율은 안전자산 수요 증대 등으로 그동안의 하락세가 주춤하는 모습을 보였다",neutral
2015-02-17,기자간담회자료(1502),은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다,hawkish
2015-02-17,기자간담회자료(1502),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2015-02-17,기자간담회자료(1502),"이 과정에서 국제유가 및 주요국의 통화정책 변화 등 해외 위험요인, 경제 내의 유휴생산능력 추이, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2015-03-12,기자간담회자료(1503),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 2.00%에서 1.75%로 하향 조정하여 통화정책을 운용하기로 하였다,dovish
2015-03-12,기자간담회자료(1503),"세계경제를 보면, 미국에서는 견실한 회복세가 지속되고 유로지역에서도 완만하나마 개선 움직임이 나타났으나 중국 등 신흥시장국의 성장세는 둔화되었다",neutral
2015-03-12,기자간담회자료(1503),"앞으로 세계경제는 미국 등 선진국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 신흥시장국의 성장세 약화, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2015-03-12,기자간담회자료(1503),"국내경제를 보면, 수출이 석유제품 등의 단가하락 등에 기인하여 감소하고 민간소비, 설비투자 등 내수가 부진한 모습을 나타내었으며 경제주체들의 심리도 뚜렷이 회복되지 못하였다",dovish
2015-03-12,기자간담회자료(1503),고용 면에서는 취업자수가 50세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다,hawkish
2015-03-12,기자간담회자료(1503),앞으로 국내경제는 완만한 회복세를 나타낼 것이나 당초에 전망한 성장경로를 하회할 것으로 예상된다,dovish
2015-03-12,기자간담회자료(1503),이에 따라 GDP갭의 마이너스 상태 지속기간도 예상보다 길어질 것으로 판단된다,dovish
2015-03-12,기자간담회자료(1503),2월중 소비자물가 상승률은 석유류가격의 하락폭이 확대되고 석유류 제외 공업제품가격의 오름세가 둔화되면서 전월의 0.8%에서 0.5%로 낮아졌다,dovish
2015-03-12,기자간담회자료(1503),농산물 및 석유류 제외 근원인플레이션율은 전월의 2.4%에서 2.3%로 소폭 하락하였다,dovish
2015-03-12,기자간담회자료(1503),앞으로 물가상승률은 저유가의 영향 등으로 당초 전망보다 낮은 수준을 이어갈 것으로 보인다,dovish
2015-03-12,기자간담회자료(1503),주택매매가격의 오름세는 소폭 확대되었으며 전세가격은 수도권을 중심으로 상승세를 이어갔다,hawkish
2015-03-12,기자간담회자료(1503),금융시장에서는 주가가 외국인 주식 순매수 등으로 상승하였다가 최근 주요국 주가하락 등에 영향받아 하락하였다,neutral
2015-03-12,기자간담회자료(1503),"원/달러 환율은 글로벌 미 달러화 강세, 엔화 약세에 따른 동조현상 등으로 상승하였으며 원/엔 환율은 일정 범위 내에서 등락하였다",neutral
2015-03-12,기자간담회자료(1503),장기시장금리는 상승 후 하락하였다,neutral
2015-03-12,기자간담회자료(1503),은행 가계대출은 주택담보대출을 중심으로 예년 수준을 상회하는 증가세를 이어갔다,hawkish
2015-03-12,기자간담회자료(1503),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2015-03-12,기자간담회자료(1503),"이 과정에서 국제유가 및 주요국의 통화정책 변화 등 해외 위험요인, 경제 내의 유휴생산능력 추이, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2015-04-09,기자간담회자료(1504),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(1.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2015-04-09,기자간담회자료(1504),"세계경제를 보면, 미국에서는 회복세가 지속되고 유로지역에서도 개선 움직임이 이어졌으나 중국 등 신흥시장국의 성장세는 둔화되었다",neutral
2015-04-09,기자간담회자료(1504),"앞으로 세계경제는 미국 등 선진국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 신흥시장국의 성장세 약화, 지정학적 리스크 등에 영향받을 가능성이 상존하고 있다",neutral
2015-04-09,기자간담회자료(1504),"국내경제를 보면, 경제주체들의 심리가 뚜렷이 회복되지 못한 가운데 수출이 석유제품 등의 단가하락 등에 기인하여 감소세를 지속하였으나 소비, 투자 등 내수는 개선되는 모습을 나타내었다",neutral
2015-04-09,기자간담회자료(1504),고용 면에서는 실업률이 구직활동 증가 등으로 다소 높아졌으나 고용률은 취업자수가 꾸준히 증가하면서 상승하였다,hawkish
2015-04-09,기자간담회자료(1504),앞으로 국내경제는 완만한 회복세를 나타낼 것이나 GDP갭의 마이너스 상태는 상당기간 지속될 것으로 판단된다,dovish
2015-04-09,기자간담회자료(1504),3월중 소비자물가 상승률은 석유류가격의 하락폭 축소에도 불구하고 농축수산물가격 하락 등으로 전월의 0.5%에서 0.4%로 낮아졌다,dovish
2015-04-09,기자간담회자료(1504),농산물 및 석유류 제외 근원인플레이션율은 공업제품가격의 오름세 둔화 등으로 전월의 2.3%에서 2.1%로 낮아졌다,dovish
2015-04-09,기자간담회자료(1504),앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다,dovish
2015-04-09,기자간담회자료(1504),주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 확대되었다,hawkish
2015-04-09,기자간담회자료(1504),"금융시장에서는 기준금리 인하, 미 연준의 정책금리 조기인상 우려 완화, 외국인 증권투자자금 유입 등으로 장기시장금리가 하락하였으며 주가는 상승하였다",dovish
2015-04-09,기자간담회자료(1504),원/달러 환율은 미 연준 통화정책에 대한 기대 변화 등에 따라 상승하였다가 반락하였으며 원/엔 환율도 상승 후 하락하였다,neutral
2015-04-09,기자간담회자료(1504),은행 가계대출은 주택담보대출을 중심으로 예년 수준을 상회하는 증가세를 이어갔다,hawkish
2015-04-09,기자간담회자료(1504),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2015-04-09,기자간담회자료(1504),"이 과정에서 국제유가 및 주요국의 통화정책 변화 등 해외 위험요인, 경제 내의 유휴생산능력 추이, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2015-05-15,기자간담회자료(1505),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(1.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2015-05-15,기자간담회자료(1505),"세계경제를 보면, 미국에서는 회복세가 일시 주춤하는 모습이 나타났으나 유로지역에서는 개선 움직임이 이어졌다",neutral
2015-05-15,기자간담회자료(1505),중국 등 신흥시장국의 성장 둔화추세는 지속되었다,dovish
2015-05-15,기자간담회자료(1505),"앞으로 세계경제는 미국 등 선진국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 신흥시장국의 성장세 약화, 그리스 채무재조정 관련 불확실성 등에 영향받을 가능성이 상존하고 있다",neutral
2015-05-15,기자간담회자료(1505),"국내경제를 보면, 수출이 감소세를 지속하고 내수 관련 지표들이 월별로 등락을 보였으나 경제주체들의 심리는 개선되었다",neutral
2015-05-15,기자간담회자료(1505),고용 면에서는 고용률이 농림어업부문 취업자 감소 등으로 하락하였으나 실업률은 전년동월 수준을 유지하였다,neutral
2015-05-15,기자간담회자료(1505),앞으로 국내경제는 완만한 회복세를 나타낼 것이나 GDP갭의 마이너스 상태는 상당기간 지속될 것으로 판단된다,dovish
2015-05-15,기자간담회자료(1505),4월중 소비자물가 상승률은 농산물과 석유류가격의 하락폭이 축소되었으나 공업제품가격의 오름세 둔화 등으로 전월과 같은 0.4%를 나타내었다,dovish
2015-05-15,기자간담회자료(1505),농산물 및 석유류 제외 근원인플레이션율은 전월의 2.1%에서 2.0%로 소폭 낮아졌다,dovish
2015-05-15,기자간담회자료(1505),앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다,dovish
2015-05-15,기자간담회자료(1505),주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다,hawkish
2015-05-15,기자간담회자료(1505),"금융시장에서는 장기시장금리가 주요국 금리 급등, 채권 공급물량 증가 등의 영향으로 상승하였으며 주가는 외국인 순매수 등으로 상승하였다",hawkish
2015-05-15,기자간담회자료(1505),"원/달러 환율은 미 연준의 정책금리 인상시기 지연 가능성, 외국인 증권투자자금 유입 등으로 하락한 후 반등하였으며 원/엔 환율도 유사한 움직임을 보였다",neutral
2015-05-15,기자간담회자료(1505),은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다,hawkish
2015-05-15,기자간담회자료(1505),금융통화위원회는 앞으로 성장세 회복을 지원하는 가운데 중기적 시계에서 물가안정기조가 유지되도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다,neutral
2015-05-15,기자간담회자료(1505),"이 과정에서 국제유가 및 주요국의 통화정책 변화 등 해외 위험요인, 경제 내의 유휴생산능력 추이, 가계부채 및 자본유출입 동향 등을 면밀히 점검해 나갈 것이다",neutral
2015-06-11,기자간담회자료(1506),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 1.75%에서 1.50%로 하향 조정하여 통화정책을 운용하기로 하였다,dovish
2015-06-11,기자간담회자료(1506),"세계경제를 보면, 미국에서는 경기가 일시적 부진에서 벗어나는 모습을 보였으며 유로지역에서도 개선 움직임이 이어졌다",hawkish
2015-06-11,기자간담회자료(1506),중국 등 신흥시장국의 성장 둔화추세는 지속되었다,dovish
2015-06-11,기자간담회자료(1506),"앞으로 세계경제는 미국 등 선진국을 중심으로 완만한 회복세를 지속할 것으로 전망되나 주요국의 통화정책 변화, 신흥시장국의 성장세 약화, 그리스 채무재조정 관련 불확실성 등에 영향받을 가능성이 상존하고 있다",neutral
2015-06-11,기자간담회자료(1506),"국내경제를 보면, 수출 감소세가 확대되고 회복세를 보이던 소비도 메르스(MERS; 중동호흡기증후군) 사태가 발생하면서 위축되는 모습을 나타내었다",dovish
2015-06-11,기자간담회자료(1506),고용 면에서는 실업률이 구직활동 증가 등으로 높아졌으나 고용률은 취업자수가 증가하면서 상승하였다,neutral
2015-06-11,기자간담회자료(1506),"앞으로 국내경제는 수출부진, 메르스 사태의 영향 등으로 4월에 전망한 성장경로의 하방위험이 커진 것으로 판단된다",dovish
2015-06-11,기자간담회자료(1506),5월중 소비자물가 상승률은 농축수산물 가격 상승 등으로 전월의 0.4%에서 0.5%로 소폭 높아졌으며 농산물 및 석유류 제외 근원인플레이션율은 전월의 2.0%에서 2.1%로 소폭 상승하였다,neutral
2015-06-11,기자간담회자료(1506),앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다,dovish
2015-06-11,기자간담회자료(1506),주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다,hawkish
2015-06-11,기자간담회자료(1506),금융시장에서는 미 연준의 정책금리 인상기대 강화 등의 영향으로 주가가 하락하고 원/달러 환율이 상승하였다,hawkish
2015-06-11,기자간담회자료(1506),원/엔 환율은 일정 범위 내에서 등락하였다,neutral
2015-06-11,기자간담회자료(1506),"장기시장금리는 주요국 금리 움직임, 국내 경제지표 등을 반영하여 상승 후 반락하였다",neutral
